annee_de_deces;region_de_domicile;classe_d_age_de_10_ans;sexe;cause_initiale_de_deces;effectif_de_deces
2021;11;45-54;Tous sexes;2. Tumeurs;1348
2022;11;45-54;Tous sexes;2. Tumeurs;1238
2019;24;45-54;Tous sexes;2. Tumeurs;383
2020;24;45-54;Tous sexes;2. Tumeurs;399
2021;24;45-54;Tous sexes;2. Tumeurs;363
2022;24;45-54;Tous sexes;2. Tumeurs;363
2019;27;45-54;Tous sexes;2. Tumeurs;405
2020;27;45-54;Tous sexes;2. Tumeurs;402
2021;27;45-54;Tous sexes;2. Tumeurs;341
2022;27;45-54;Tous sexes;2. Tumeurs;364
2019;28;45-54;Tous sexes;2. Tumeurs;537
2020;28;45-54;Tous sexes;2. Tumeurs;535
2021;28;45-54;Tous sexes;2. Tumeurs;477
2022;28;45-54;Tous sexes;2. Tumeurs;505
2019;32;45-54;Tous sexes;2. Tumeurs;1009
2020;32;45-54;Tous sexes;2. Tumeurs;938
2021;32;45-54;Tous sexes;2. Tumeurs;892
2022;32;45-54;Tous sexes;2. Tumeurs;834
2019;44;45-54;Tous sexes;2. Tumeurs;754
2020;44;45-54;Tous sexes;2. Tumeurs;779
2021;44;45-54;Tous sexes;2. Tumeurs;678
2022;44;45-54;Tous sexes;2. Tumeurs;701
2019;52;45-54;Tous sexes;2. Tumeurs;517
2020;52;45-54;Tous sexes;2. Tumeurs;518
2021;52;45-54;Tous sexes;2. Tumeurs;517
2022;52;45-54;Tous sexes;2. Tumeurs;475
2019;53;45-54;Tous sexes;2. Tumeurs;498
2020;53;45-54;Tous sexes;2. Tumeurs;488
2021;53;45-54;Tous sexes;2. Tumeurs;441
2022;53;45-54;Tous sexes;2. Tumeurs;411
2019;75;45-54;Tous sexes;2. Tumeurs;914
2020;75;45-54;Tous sexes;2. Tumeurs;891
2021;75;45-54;Tous sexes;2. Tumeurs;851
2022;75;45-54;Tous sexes;2. Tumeurs;808
2019;76;45-54;Tous sexes;2. Tumeurs;861
2020;76;45-54;Tous sexes;2. Tumeurs;823
2021;76;45-54;Tous sexes;2. Tumeurs;777
2022;76;45-54;Tous sexes;2. Tumeurs;821
2019;84;45-54;Tous sexes;2. Tumeurs;1047
2020;84;45-54;Tous sexes;2. Tumeurs;947
2021;84;45-54;Tous sexes;2. Tumeurs;914
2022;84;45-54;Tous sexes;2. Tumeurs;926
2019;93;45-54;Tous sexes;2. Tumeurs;681
2020;93;45-54;Tous sexes;2. Tumeurs;678
2021;93;45-54;Tous sexes;2. Tumeurs;609
2022;93;45-54;Tous sexes;2. Tumeurs;589
2019;94;45-54;Tous sexes;2. Tumeurs;61
2020;94;45-54;Tous sexes;2. Tumeurs;45
2021;94;45-54;Tous sexes;2. Tumeurs;34
2022;94;45-54;Tous sexes;2. Tumeurs;43
2019;1;55-64;Tous sexes;2. Tumeurs;131
2020;1;55-64;Tous sexes;2. Tumeurs;135
2021;1;55-64;Tous sexes;2. Tumeurs;152
2022;1;55-64;Tous sexes;2. Tumeurs;140
2019;2;55-64;Tous sexes;2. Tumeurs;152
2020;2;55-64;Tous sexes;2. Tumeurs;142
2021;2;55-64;Tous sexes;2. Tumeurs;175
2022;2;55-64;Tous sexes;2. Tumeurs;151
2019;3;55-64;Tous sexes;2. Tumeurs;45
2020;3;55-64;Tous sexes;2. Tumeurs;49
2021;3;55-64;Tous sexes;2. Tumeurs;52
2022;3;55-64;Tous sexes;2. Tumeurs;46
2019;4;55-64;Tous sexes;2. Tumeurs;277
2020;4;55-64;Tous sexes;2. Tumeurs;282
2021;4;55-64;Tous sexes;2. Tumeurs;249
2022;4;55-64;Tous sexes;2. Tumeurs;271
2019;6;55-64;Tous sexes;2. Tumeurs;24
2020;6;55-64;Tous sexes;2. Tumeurs;29
2021;6;55-64;Tous sexes;2. Tumeurs;30
2022;6;55-64;Tous sexes;2. Tumeurs;38
2019;11;55-64;Tous sexes;2. Tumeurs;3455
2020;11;55-64;Tous sexes;2. Tumeurs;3334
2021;11;55-64;Tous sexes;2. Tumeurs;3186
2022;11;55-64;Tous sexes;2. Tumeurs;3256
2019;24;55-64;Tous sexes;2. Tumeurs;1095
2020;24;55-64;Tous sexes;2. Tumeurs;1060
2021;24;55-64;Tous sexes;2. Tumeurs;1043
2022;24;55-64;Tous sexes;2. Tumeurs;1042
2019;27;55-64;Tous sexes;2. Tumeurs;1163
2020;27;55-64;Tous sexes;2. Tumeurs;1114
2021;27;55-64;Tous sexes;2. Tumeurs;1071
2022;27;55-64;Tous sexes;2. Tumeurs;1052
2019;28;55-64;Tous sexes;2. Tumeurs;1460
2020;28;55-64;Tous sexes;2. Tumeurs;1463
2021;28;55-64;Tous sexes;2. Tumeurs;1497
2022;28;55-64;Tous sexes;2. Tumeurs;1479
2019;32;55-64;Tous sexes;2. Tumeurs;2847
2020;32;55-64;Tous sexes;2. Tumeurs;2638
2021;32;55-64;Tous sexes;2. Tumeurs;2519
2022;32;55-64;Tous sexes;2. Tumeurs;2535
2019;44;55-64;Tous sexes;2. Tumeurs;2344
2020;44;55-64;Tous sexes;2. Tumeurs;2180
2021;44;55-64;Tous sexes;2. Tumeurs;2240
2022;44;55-64;Tous sexes;2. Tumeurs;2152
2019;52;55-64;Tous sexes;2. Tumeurs;1424
2020;52;55-64;Tous sexes;2. Tumeurs;1458
2021;52;55-64;Tous sexes;2. Tumeurs;1419
2022;52;55-64;Tous sexes;2. Tumeurs;1416
2019;53;55-64;Tous sexes;2. Tumeurs;1461
2020;53;55-64;Tous sexes;2. Tumeurs;1435
2021;53;55-64;Tous sexes;2. Tumeurs;1334
2022;53;55-64;Tous sexes;2. Tumeurs;1273
2019;75;55-64;Tous sexes;2. Tumeurs;2622
2020;75;55-64;Tous sexes;2. Tumeurs;2517
2021;75;55-64;Tous sexes;2. Tumeurs;2503
2022;75;55-64;Tous sexes;2. Tumeurs;2402
2019;76;55-64;Tous sexes;2. Tumeurs;2354
2020;76;55-64;Tous sexes;2. Tumeurs;2322
2021;76;55-64;Tous sexes;2. Tumeurs;2325
2022;76;55-64;Tous sexes;2. Tumeurs;2317
2019;84;55-64;Tous sexes;2. Tumeurs;2752
2020;84;55-64;Tous sexes;2. Tumeurs;2644
2021;84;55-64;Tous sexes;2. Tumeurs;2506
2022;84;55-64;Tous sexes;2. Tumeurs;2416
2019;93;55-64;Tous sexes;2. Tumeurs;1919
2020;93;55-64;Tous sexes;2. Tumeurs;1798
2021;93;55-64;Tous sexes;2. Tumeurs;1777
2022;93;55-64;Tous sexes;2. Tumeurs;1741
2019;94;55-64;Tous sexes;2. Tumeurs;115
2020;94;55-64;Tous sexes;2. Tumeurs;136
2021;94;55-64;Tous sexes;2. Tumeurs;151
2022;94;55-64;Tous sexes;2. Tumeurs;123
2019;1;65-74;Tous sexes;2. Tumeurs;249
2020;1;65-74;Tous sexes;2. Tumeurs;216
2021;1;65-74;Tous sexes;2. Tumeurs;206
2022;1;65-74;Tous sexes;2. Tumeurs;216
2019;2;65-74;Tous sexes;2. Tumeurs;212
2020;2;65-74;Tous sexes;2. Tumeurs;207
2021;2;65-74;Tous sexes;2. Tumeurs;208
2022;2;65-74;Tous sexes;2. Tumeurs;202
2019;3;65-74;Tous sexes;2. Tumeurs;58
2020;3;65-74;Tous sexes;2. Tumeurs;45
2021;3;65-74;Tous sexes;2. Tumeurs;39
2022;3;65-74;Tous sexes;2. Tumeurs;55
2019;4;65-74;Tous sexes;2. Tumeurs;312
2020;4;65-74;Tous sexes;2. Tumeurs;387
2021;4;65-74;Tous sexes;2. Tumeurs;342
2022;4;65-74;Tous sexes;2. Tumeurs;336
2019;6;65-74;Tous sexes;2. Tumeurs;23
2020;6;65-74;Tous sexes;2. Tumeurs;22
2021;6;65-74;Tous sexes;2. Tumeurs;36
2022;6;65-74;Tous sexes;2. Tumeurs;28
2019;11;65-74;Tous sexes;2. Tumeurs;5575
2020;11;65-74;Tous sexes;2. Tumeurs;5462
2021;11;65-74;Tous sexes;2. Tumeurs;5268
2022;11;65-74;Tous sexes;2. Tumeurs;5363
2019;24;65-74;Tous sexes;2. Tumeurs;1948
2020;24;65-74;Tous sexes;2. Tumeurs;2000
2021;24;65-74;Tous sexes;2. Tumeurs;1948
2022;24;65-74;Tous sexes;2. Tumeurs;2085
2019;27;65-74;Tous sexes;2. Tumeurs;2090
2020;27;65-74;Tous sexes;2. Tumeurs;2179
2021;27;65-74;Tous sexes;2. Tumeurs;2069
2022;27;65-74;Tous sexes;2. Tumeurs;2153
2019;28;65-74;Tous sexes;2. Tumeurs;2601
2020;28;65-74;Tous sexes;2. Tumeurs;2648
2021;28;65-74;Tous sexes;2. Tumeurs;2721
2022;28;65-74;Tous sexes;2. Tumeurs;2657
2019;32;65-74;Tous sexes;2. Tumeurs;4297
2020;32;65-74;Tous sexes;2. Tumeurs;4550
2021;32;65-74;Tous sexes;2. Tumeurs;4563
2022;32;65-74;Tous sexes;2. Tumeurs;4550
2019;44;65-74;Tous sexes;2. Tumeurs;3893
2020;44;65-74;Tous sexes;2. Tumeurs;3905
2021;44;65-74;Tous sexes;2. Tumeurs;4147
2022;44;65-74;Tous sexes;2. Tumeurs;4097
2019;52;65-74;Tous sexes;2. Tumeurs;2546
2020;52;65-74;Tous sexes;2. Tumeurs;2639
2021;52;65-74;Tous sexes;2. Tumeurs;2648
2022;52;65-74;Tous sexes;2. Tumeurs;2708
2019;53;65-74;Tous sexes;2. Tumeurs;2551
2020;53;65-74;Tous sexes;2. Tumeurs;2596
2021;53;65-74;Tous sexes;2. Tumeurs;2773
2022;53;65-74;Tous sexes;2. Tumeurs;2835
2019;75;65-74;Tous sexes;2. Tumeurs;4548
2020;75;65-74;Tous sexes;2. Tumeurs;4706
2021;75;65-74;Tous sexes;2. Tumeurs;4827
2022;75;65-74;Tous sexes;2. Tumeurs;4811
2019;76;65-74;Tous sexes;2. Tumeurs;4124
2020;76;65-74;Tous sexes;2. Tumeurs;4242
2021;76;65-74;Tous sexes;2. Tumeurs;4311
2022;76;65-74;Tous sexes;2. Tumeurs;4367
2019;84;65-74;Tous sexes;2. Tumeurs;4802
2020;84;65-74;Tous sexes;2. Tumeurs;4799
2021;84;65-74;Tous sexes;2. Tumeurs;4759
2022;84;65-74;Tous sexes;2. Tumeurs;4843
2019;93;65-74;Tous sexes;2. Tumeurs;3446
2020;93;65-74;Tous sexes;2. Tumeurs;3456
2021;93;65-74;Tous sexes;2. Tumeurs;3464
2022;93;65-74;Tous sexes;2. Tumeurs;3323
2019;94;65-74;Tous sexes;2. Tumeurs;235
2020;94;65-74;Tous sexes;2. Tumeurs;241
2021;94;65-74;Tous sexes;2. Tumeurs;240
2022;94;65-74;Tous sexes;2. Tumeurs;261
2019;1;75-84;Tous sexes;2. Tumeurs;208
2020;1;75-84;Tous sexes;2. Tumeurs;223
2021;1;75-84;Tous sexes;2. Tumeurs;222
2022;1;75-84;Tous sexes;2. Tumeurs;264
2019;2;75-84;Tous sexes;2. Tumeurs;231
2020;2;75-84;Tous sexes;2. Tumeurs;249
2021;2;75-84;Tous sexes;2. Tumeurs;243
2022;2;75-84;Tous sexes;2. Tumeurs;208
2019;3;75-84;Tous sexes;2. Tumeurs;48
2020;3;75-84;Tous sexes;2. Tumeurs;47
2021;3;75-84;Tous sexes;2. Tumeurs;42
2022;3;75-84;Tous sexes;2. Tumeurs;47
2019;4;75-84;Tous sexes;2. Tumeurs;307
2020;4;75-84;Tous sexes;2. Tumeurs;306
2021;4;75-84;Tous sexes;2. Tumeurs;322
2022;4;75-84;Tous sexes;2. Tumeurs;305
2019;6;75-84;Tous sexes;2. Tumeurs;16
2020;6;75-84;Tous sexes;2. Tumeurs;27
2021;6;75-84;Tous sexes;2. Tumeurs;18
2022;6;75-84;Tous sexes;2. Tumeurs;33
2019;11;75-84;Tous sexes;2. Tumeurs;5615
2020;11;75-84;Tous sexes;2. Tumeurs;5430
2021;11;75-84;Tous sexes;2. Tumeurs;5471
2022;11;75-84;Tous sexes;2. Tumeurs;5752
2019;24;75-84;Tous sexes;2. Tumeurs;2035
2020;24;75-84;Tous sexes;2. Tumeurs;1965
2021;24;75-84;Tous sexes;2. Tumeurs;2047
2022;24;75-84;Tous sexes;2. Tumeurs;2026
2019;27;75-84;Tous sexes;2. Tumeurs;2259
2020;27;75-84;Tous sexes;2. Tumeurs;2240
2021;27;75-84;Tous sexes;2. Tumeurs;2152
2022;27;75-84;Tous sexes;2. Tumeurs;2136
2019;28;75-84;Tous sexes;2. Tumeurs;2534
2020;28;75-84;Tous sexes;2. Tumeurs;2538
2021;28;75-84;Tous sexes;2. Tumeurs;2494
2022;28;75-84;Tous sexes;2. Tumeurs;2602
2019;32;75-84;Tous sexes;2. Tumeurs;3755
2020;32;75-84;Tous sexes;2. Tumeurs;3747
2021;32;75-84;Tous sexes;2. Tumeurs;3783
2022;32;75-84;Tous sexes;2. Tumeurs;3836
2019;44;75-84;Tous sexes;2. Tumeurs;4057
2020;44;75-84;Tous sexes;2. Tumeurs;3909
2021;44;75-84;Tous sexes;2. Tumeurs;3893
2022;44;75-84;Tous sexes;2. Tumeurs;4106
2019;52;75-84;Tous sexes;2. Tumeurs;2639
2020;52;75-84;Tous sexes;2. Tumeurs;2610
2021;52;75-84;Tous sexes;2. Tumeurs;2667
2022;52;75-84;Tous sexes;2. Tumeurs;2797
2019;53;75-84;Tous sexes;2. Tumeurs;2606
2020;53;75-84;Tous sexes;2. Tumeurs;2488
2021;53;75-84;Tous sexes;2. Tumeurs;2594
2022;53;75-84;Tous sexes;2. Tumeurs;2743
2019;75;75-84;Tous sexes;2. Tumeurs;4862
2020;75;75-84;Tous sexes;2. Tumeurs;4691
2021;75;75-84;Tous sexes;2. Tumeurs;4718
2022;75;75-84;Tous sexes;2. Tumeurs;5013
2019;76;75-84;Tous sexes;2. Tumeurs;4240
2020;76;75-84;Tous sexes;2. Tumeurs;4384
2021;76;75-84;Tous sexes;2. Tumeurs;4358
2022;76;75-84;Tous sexes;2. Tumeurs;4682
2019;84;75-84;Tous sexes;2. Tumeurs;5250
2020;84;75-84;Tous sexes;2. Tumeurs;5302
2021;84;75-84;Tous sexes;2. Tumeurs;5442
2022;84;75-84;Tous sexes;2. Tumeurs;5502
2019;93;75-84;Tous sexes;2. Tumeurs;3986
2020;93;75-84;Tous sexes;2. Tumeurs;3918
2021;93;75-84;Tous sexes;2. Tumeurs;4045
2022;93;75-84;Tous sexes;2. Tumeurs;4241
2019;94;75-84;Tous sexes;2. Tumeurs;261
2020;94;75-84;Tous sexes;2. Tumeurs;253
2021;94;75-84;Tous sexes;2. Tumeurs;271
2022;94;75-84;Tous sexes;2. Tumeurs;284
2019;1;85-94;Tous sexes;2. Tumeurs;167
2020;1;85-94;Tous sexes;2. Tumeurs;156
2021;1;85-94;Tous sexes;2. Tumeurs;151
2022;1;85-94;Tous sexes;2. Tumeurs;170
2019;2;85-94;Tous sexes;2. Tumeurs;196
2020;2;85-94;Tous sexes;2. Tumeurs;205
2021;2;85-94;Tous sexes;2. Tumeurs;170
2022;2;85-94;Tous sexes;2. Tumeurs;169
2019;3;85-94;Tous sexes;2. Tumeurs;26
2020;3;85-94;Tous sexes;2. Tumeurs;19
2021;3;85-94;Tous sexes;2. Tumeurs;17
2022;3;85-94;Tous sexes;2. Tumeurs;19
2019;4;85-94;Tous sexes;2. Tumeurs;134
2020;4;85-94;Tous sexes;2. Tumeurs;163
2021;4;85-94;Tous sexes;2. Tumeurs;191
2022;4;85-94;Tous sexes;2. Tumeurs;160
2019;6;85-94;Tous sexes;2. Tumeurs;5
2020;6;85-94;Tous sexes;2. Tumeurs;10
2021;6;85-94;Tous sexes;2. Tumeurs;10
2022;6;85-94;Tous sexes;2. Tumeurs;7
2019;11;85-94;Tous sexes;2. Tumeurs;4632
2020;11;85-94;Tous sexes;2. Tumeurs;4728
2021;11;85-94;Tous sexes;2. Tumeurs;4467
2022;11;85-94;Tous sexes;2. Tumeurs;4659
2019;24;85-94;Tous sexes;2. Tumeurs;1789
2020;24;85-94;Tous sexes;2. Tumeurs;1787
2021;24;85-94;Tous sexes;2. Tumeurs;1830
2022;24;85-94;Tous sexes;2. Tumeurs;1710
2019;27;85-94;Tous sexes;2. Tumeurs;2013
2020;27;85-94;Tous sexes;2. Tumeurs;1934
2021;27;85-94;Tous sexes;2. Tumeurs;1917
2022;27;85-94;Tous sexes;2. Tumeurs;1888
2019;28;85-94;Tous sexes;2. Tumeurs;2232
2020;28;85-94;Tous sexes;2. Tumeurs;2157
2021;28;85-94;Tous sexes;2. Tumeurs;2214
2022;28;85-94;Tous sexes;2. Tumeurs;2146
2019;32;85-94;Tous sexes;2. Tumeurs;3130
2020;32;85-94;Tous sexes;2. Tumeurs;3176
2021;32;85-94;Tous sexes;2. Tumeurs;2932
2022;32;85-94;Tous sexes;2. Tumeurs;3079
2019;44;85-94;Tous sexes;2. Tumeurs;3321
2020;44;85-94;Tous sexes;2. Tumeurs;3381
2021;44;85-94;Tous sexes;2. Tumeurs;3298
2022;44;85-94;Tous sexes;2. Tumeurs;3239
2019;52;85-94;Tous sexes;2. Tumeurs;2469
2020;52;85-94;Tous sexes;2. Tumeurs;2522
2021;52;85-94;Tous sexes;2. Tumeurs;2491
2022;52;85-94;Tous sexes;2. Tumeurs;2489
2019;53;85-94;Tous sexes;2. Tumeurs;2319
2020;53;85-94;Tous sexes;2. Tumeurs;2175
2021;53;85-94;Tous sexes;2. Tumeurs;2326
2022;53;85-94;Tous sexes;2. Tumeurs;2256
2019;75;85-94;Tous sexes;2. Tumeurs;4310
2020;75;85-94;Tous sexes;2. Tumeurs;4479
2021;75;85-94;Tous sexes;2. Tumeurs;4463
2022;75;85-94;Tous sexes;2. Tumeurs;4403
2019;76;85-94;Tous sexes;2. Tumeurs;4054
2020;76;85-94;Tous sexes;2. Tumeurs;4052
2021;76;85-94;Tous sexes;2. Tumeurs;3902
2022;76;85-94;Tous sexes;2. Tumeurs;4093
2019;84;85-94;Tous sexes;2. Tumeurs;4724
2020;84;85-94;Tous sexes;2. Tumeurs;4826
2021;84;85-94;Tous sexes;2. Tumeurs;4615
2022;84;85-94;Tous sexes;2. Tumeurs;4745
2019;93;85-94;Tous sexes;2. Tumeurs;3263
2020;93;85-94;Tous sexes;2. Tumeurs;3385
2021;93;85-94;Tous sexes;2. Tumeurs;3441
2022;93;85-94;Tous sexes;2. Tumeurs;3332
2019;94;85-94;Tous sexes;2. Tumeurs;192
2020;94;85-94;Tous sexes;2. Tumeurs;230
2021;94;85-94;Tous sexes;2. Tumeurs;239
2022;94;85-94;Tous sexes;2. Tumeurs;205
2019;1;95p;Tous sexes;2. Tumeurs;24
2020;1;95p;Tous sexes;2. Tumeurs;22
2021;1;95p;Tous sexes;2. Tumeurs;34
2022;1;95p;Tous sexes;2. Tumeurs;32
2019;2;95p;Tous sexes;2. Tumeurs;32
2020;2;95p;Tous sexes;2. Tumeurs;28
2021;2;95p;Tous sexes;2. Tumeurs;33
2022;2;95p;Tous sexes;2. Tumeurs;28
2019;3;95p;Tous sexes;2. Tumeurs;0
2020;3;95p;Tous sexes;2. Tumeurs;3
2021;3;95p;Tous sexes;2. Tumeurs;4
2022;3;95p;Tous sexes;2. Tumeurs;0
2019;4;95p;Tous sexes;2. Tumeurs;18
2020;4;95p;Tous sexes;2. Tumeurs;24
2021;4;95p;Tous sexes;2. Tumeurs;22
2022;4;95p;Tous sexes;2. Tumeurs;22
2019;6;95p;Tous sexes;2. Tumeurs;0
2020;6;95p;Tous sexes;2. Tumeurs;1
2021;6;95p;Tous sexes;2. Tumeurs;0
2022;6;95p;Tous sexes;2. Tumeurs;3
2019;11;95p;Tous sexes;2. Tumeurs;650
2020;11;95p;Tous sexes;2. Tumeurs;679
2021;11;95p;Tous sexes;2. Tumeurs;721
2022;11;95p;Tous sexes;2. Tumeurs;783
2019;24;95p;Tous sexes;2. Tumeurs;255
2020;24;95p;Tous sexes;2. Tumeurs;244
2021;24;95p;Tous sexes;2. Tumeurs;257
2022;24;95p;Tous sexes;2. Tumeurs;255
2019;27;95p;Tous sexes;2. Tumeurs;271
2020;27;95p;Tous sexes;2. Tumeurs;282
2021;27;95p;Tous sexes;2. Tumeurs;281
2022;27;95p;Tous sexes;2. Tumeurs;280
2019;28;95p;Tous sexes;2. Tumeurs;245
2020;28;95p;Tous sexes;2. Tumeurs;301
2021;28;95p;Tous sexes;2. Tumeurs;294
2022;28;95p;Tous sexes;2. Tumeurs;312
2019;32;95p;Tous sexes;2. Tumeurs;349
2020;32;95p;Tous sexes;2. Tumeurs;360
2021;32;95p;Tous sexes;2. Tumeurs;372
2022;32;95p;Tous sexes;2. Tumeurs;428
2019;44;95p;Tous sexes;2. Tumeurs;368
2020;44;95p;Tous sexes;2. Tumeurs;371
2021;44;95p;Tous sexes;2. Tumeurs;389
2022;44;95p;Tous sexes;2. Tumeurs;367
2019;52;95p;Tous sexes;2. Tumeurs;328
2020;52;95p;Tous sexes;2. Tumeurs;366
2021;52;95p;Tous sexes;2. Tumeurs;359
2022;52;95p;Tous sexes;2. Tumeurs;392
2019;53;95p;Tous sexes;2. Tumeurs;282
2020;53;95p;Tous sexes;2. Tumeurs;267
2021;53;95p;Tous sexes;2. Tumeurs;334
2022;53;95p;Tous sexes;2. Tumeurs;334
2019;75;95p;Tous sexes;2. Tumeurs;615
2020;75;95p;Tous sexes;2. Tumeurs;658
2021;75;95p;Tous sexes;2. Tumeurs;689
2022;75;95p;Tous sexes;2. Tumeurs;724
2019;76;95p;Tous sexes;2. Tumeurs;530
2020;76;95p;Tous sexes;2. Tumeurs;591
2021;76;95p;Tous sexes;2. Tumeurs;592
2022;76;95p;Tous sexes;2. Tumeurs;637
2019;84;95p;Tous sexes;2. Tumeurs;686
2020;84;95p;Tous sexes;2. Tumeurs;690
2021;84;95p;Tous sexes;2. Tumeurs;684
2022;84;95p;Tous sexes;2. Tumeurs;644
2019;93;95p;Tous sexes;2. Tumeurs;426
2020;93;95p;Tous sexes;2. Tumeurs;479
2021;93;95p;Tous sexes;2. Tumeurs;504
2022;93;95p;Tous sexes;2. Tumeurs;506
2019;94;95p;Tous sexes;2. Tumeurs;19
2020;94;95p;Tous sexes;2. Tumeurs;30
2021;94;95p;Tous sexes;2. Tumeurs;37
2022;94;95p;Tous sexes;2. Tumeurs;25
2019;1;35-44;Femmes;2. Tumeurs;13
2020;1;35-44;Femmes;2. Tumeurs;12
2021;1;35-44;Femmes;2. Tumeurs;10
2022;1;35-44;Femmes;2. Tumeurs;13
2019;2;35-44;Femmes;2. Tumeurs;9
2020;2;35-44;Femmes;2. Tumeurs;8
2021;2;35-44;Femmes;2. Tumeurs;13
2022;2;35-44;Femmes;2. Tumeurs;9
2019;3;35-44;Femmes;2. Tumeurs;4
2020;3;35-44;Femmes;2. Tumeurs;8
2021;3;35-44;Femmes;2. Tumeurs;5
2022;3;35-44;Femmes;2. Tumeurs;6
2019;4;35-44;Femmes;2. Tumeurs;19
2020;4;35-44;Femmes;2. Tumeurs;25
2021;4;35-44;Femmes;2. Tumeurs;19
2022;4;35-44;Femmes;2. Tumeurs;15
2019;6;35-44;Femmes;2. Tumeurs;7
2020;6;35-44;Femmes;2. Tumeurs;8
2021;6;35-44;Femmes;2. Tumeurs;11
2022;6;35-44;Femmes;2. Tumeurs;11
2019;11;35-44;Femmes;2. Tumeurs;234
2020;11;35-44;Femmes;2. Tumeurs;252
2021;11;35-44;Femmes;2. Tumeurs;249
2022;11;35-44;Femmes;2. Tumeurs;245
2019;24;35-44;Femmes;2. Tumeurs;43
2020;24;35-44;Femmes;2. Tumeurs;49
2021;24;35-44;Femmes;2. Tumeurs;48
2022;24;35-44;Femmes;2. Tumeurs;55
2019;27;35-44;Femmes;2. Tumeurs;52
2020;27;35-44;Femmes;2. Tumeurs;52
2021;27;35-44;Femmes;2. Tumeurs;39
2022;27;35-44;Femmes;2. Tumeurs;50
2019;28;35-44;Femmes;2. Tumeurs;64
2020;28;35-44;Femmes;2. Tumeurs;72
2021;28;35-44;Femmes;2. Tumeurs;52
2022;28;35-44;Femmes;2. Tumeurs;64
2019;32;35-44;Femmes;2. Tumeurs;129
2020;32;35-44;Femmes;2. Tumeurs;109
2021;32;35-44;Femmes;2. Tumeurs;111
2022;32;35-44;Femmes;2. Tumeurs;108
2019;44;35-44;Femmes;2. Tumeurs;115
2020;44;35-44;Femmes;2. Tumeurs;110
2021;44;35-44;Femmes;2. Tumeurs;108
2022;44;35-44;Femmes;2. Tumeurs;107
2019;52;35-44;Femmes;2. Tumeurs;79
2020;52;35-44;Femmes;2. Tumeurs;89
2021;52;35-44;Femmes;2. Tumeurs;81
2022;52;35-44;Femmes;2. Tumeurs;70
2019;53;35-44;Femmes;2. Tumeurs;62
2020;53;35-44;Femmes;2. Tumeurs;51
2021;53;35-44;Femmes;2. Tumeurs;62
2022;53;35-44;Femmes;2. Tumeurs;47
2019;75;35-44;Femmes;2. Tumeurs;120
2020;75;35-44;Femmes;2. Tumeurs;122
2021;75;35-44;Femmes;2. Tumeurs;105
2022;75;35-44;Femmes;2. Tumeurs;106
2019;76;35-44;Femmes;2. Tumeurs;109
2020;76;35-44;Femmes;2. Tumeurs;117
2021;76;35-44;Femmes;2. Tumeurs;115
2022;76;35-44;Femmes;2. Tumeurs;108
2019;84;35-44;Femmes;2. Tumeurs;158
2020;84;35-44;Femmes;2. Tumeurs;108
2021;84;35-44;Femmes;2. Tumeurs;148
2022;84;35-44;Femmes;2. Tumeurs;122
2019;93;35-44;Femmes;2. Tumeurs;106
2020;93;35-44;Femmes;2. Tumeurs;91
2021;93;35-44;Femmes;2. Tumeurs;106
2022;93;35-44;Femmes;2. Tumeurs;106
2019;94;35-44;Femmes;2. Tumeurs;8
2020;94;35-44;Femmes;2. Tumeurs;7
2021;94;35-44;Femmes;2. Tumeurs;2
2022;94;35-44;Femmes;2. Tumeurs;5
2019;1;45-54;Femmes;2. Tumeurs;36
2020;1;45-54;Femmes;2. Tumeurs;41
2021;1;45-54;Femmes;2. Tumeurs;28
2022;1;45-54;Femmes;2. Tumeurs;27
2019;2;45-54;Femmes;2. Tumeurs;37
2020;2;45-54;Femmes;2. Tumeurs;34
2021;2;45-54;Femmes;2. Tumeurs;33
2022;2;45-54;Femmes;2. Tumeurs;28
2019;3;45-54;Femmes;2. Tumeurs;11
2020;3;45-54;Femmes;2. Tumeurs;6
2021;3;45-54;Femmes;2. Tumeurs;15
2022;3;45-54;Femmes;2. Tumeurs;17
2019;4;45-54;Femmes;2. Tumeurs;44
2020;4;45-54;Femmes;2. Tumeurs;61
2021;4;45-54;Femmes;2. Tumeurs;58
2022;4;45-54;Femmes;2. Tumeurs;49
2019;6;45-54;Femmes;2. Tumeurs;10
2020;6;45-54;Femmes;2. Tumeurs;17
2021;6;45-54;Femmes;2. Tumeurs;24
2022;6;45-54;Femmes;2. Tumeurs;25
2019;11;45-54;Femmes;2. Tumeurs;731
2020;11;45-54;Femmes;2. Tumeurs;665
2021;11;45-54;Femmes;2. Tumeurs;616
2022;11;45-54;Femmes;2. Tumeurs;615
2019;24;45-54;Femmes;2. Tumeurs;171
2020;24;45-54;Femmes;2. Tumeurs;186
2021;24;45-54;Femmes;2. Tumeurs;181
2022;24;45-54;Femmes;2. Tumeurs;174
2019;27;45-54;Femmes;2. Tumeurs;189
2020;27;45-54;Femmes;2. Tumeurs;191
2021;27;45-54;Femmes;2. Tumeurs;162
2022;27;45-54;Femmes;2. Tumeurs;157
2019;28;45-54;Femmes;2. Tumeurs;264
2020;28;45-54;Femmes;2. Tumeurs;235
2021;28;45-54;Femmes;2. Tumeurs;222
2022;28;45-54;Femmes;2. Tumeurs;243
2019;32;45-54;Femmes;2. Tumeurs;471
2020;32;45-54;Femmes;2. Tumeurs;412
